Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Games by Primary,Games by Secondary,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,Tournament,Ruleset,Date
Samuel Deadman,Space Wolves,1,,1,,Space Wolves,1,,3,2,0,5,22.8,22.2,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Sean Haigh,Imperial Knights,1,1,,1,House Hawkshroud,1,1,3,2,0,5,21,23.4,60.00%,5,,60.00%,21.00,23.40,60.00%,60.00%,21.00,No,Wintercon,ITC,21-Jul
Sean Haigh,Imperial Knights,1,,1,,House Hawkshroud,1,,3,2,0,5,21,23.4,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Shane G,Harlequins,1,1,,1,Unknown,1,1,3,2,0,5,22,24.8,60.00%,5,,60.00%,22.00,24.80,60.00%,60.00%,22.00,No,Wintercon,ITC,21-Jul
Shaun Yvanovich,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,2,1,2,5,22.2,22.8,60.00%,5,,60.00%,22.20,22.80,60.00%,60.00%,22.20,No,Wintercon,ITC,21-Jul
Stephen Ogilvie,Imperial Knights,1,1,,1,House Hawkshroud,1,1,2,3,0,5,20.4,23.2,40.00%,5,,40.00%,20.40,23.20,40.00%,40.00%,20.40,No,Wintercon,ITC,21-Jul
Stephen Ogilvie,Astra Militarum,1,,1,1,Tallarn,1,1,2,3,0,5,20.4,23.2,40.00%,0,5,40.00%,20.40,23.20,,40.00%,,No,Wintercon,ITC,21-Jul
Thomas Ireland,Blood Angels,1,1,,1,Blood Angels,1,1,0,5,0,5,11.8,29.8,0.00%,5,,0.00%,11.80,29.80,0.00%,0.00%,11.80,No,Wintercon,ITC,21-Jul
Tim Rosenberg,Tyranids,1,1,,1,Kronos,1,1,3,2,0,5,31.6,20,60.00%,5,,60.00%,31.60,20.00,60.00%,60.00%,31.60,No,Wintercon,ITC,21-Jul
Tim Rosenberg,Astra Militarum,1,,1,1,Brood Brothers,1,1,3,2,0,5,31.6,20,60.00%,0,5,60.00%,31.60,20.00,,60.00%,,No,Wintercon,ITC,21-Jul
Tim Rosenberg,Genestealer Cults,1,,1,1,Genestealer Cults,1,1,3,2,0,5,31.6,20,60.00%,0,5,60.00%,31.60,20.00,,60.00%,,No,Wintercon,ITC,21-Jul
Timothy Morton,Adeptus Astartes,1,1,,1,Ultramarines,1,1,3,2,0,5,21.2,17.2,60.00%,5,,60.00%,21.20,17.20,60.00%,60.00%,21.20,No,Wintercon,ITC,21-Jul
Timothy Morton,Adeptus Astartes,1,,1,,Ultramarines,1,1,3,2,0,5,21.2,17.2,60.00%,0,,,,,,60.00%,,No,Wintercon,ITC,21-Jul
Tom Bailey,T'au Empire,1,1,,1,Bork'an Sept,1,1,2,3,0,5,25.6,18.8,40.00%,5,,40.00%,25.60,18.80,40.00%,40.00%,25.60,No,Wintercon,ITC,21-Jul
Tom Bailey,T'au Empire,1,,1,,Bork'an Sept,1,,2,3,0,5,25.6,18.8,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Tom Bailey,T'au Empire,1,,1,,T'au Sept,1,1,2,3,0,5,25.6,18.8,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Trevor Hoyle,Imperial Knights,1,1,,1,House Terryn,1,1,4,1,0,5,31.6,18,80.00%,5,,80.00%,31.60,18.00,80.00%,80.00%,31.60,Yes,Wintercon,ITC,21-Jul
Trevor Hoyle,Astra Militarum,1,,1,1,Militarum Tempestus,1,1,4,1,0,5,31.6,18,80.00%,0,5,80.00%,31.60,18.00,,80.00%,,Yes,Wintercon,ITC,21-Jul
Warren Leahey,Drukhari,1,1,,1,Unknown,1,1,4,1,0,5,23.6,16.2,80.00%,5,,80.00%,23.60,16.20,80.00%,80.00%,23.60,Yes,Wintercon,ITC,21-Jul
William Moran,Genestealer Cults,1,1,,1,Genestealer Cults,1,1,2,3,0,5,19.6,18,40.00%,5,,40.00%,19.60,18.00,40.00%,40.00%,19.60,No,Wintercon,ITC,21-Jul
William Moran,Astra Militarum,1,,1,1,Brood Brothers,1,1,2,3,0,5,19.6,18,40.00%,0,5,40.00%,19.60,18.00,,40.00%,,No,Wintercon,ITC,21-Jul
Zachary Triantafilis,Asuryani,1,1,,1,Alaitoc,1,1,2,3,0,5,20.4,25.2,40.00%,5,,40.00%,20.40,25.20,40.00%,40.00%,20.40,No,Wintercon,ITC,21-Jul
Adam Raymond,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,3,2,0,5,27,28.8,60.00%,5,,60.00%,27.00,28.80,60.00%,60.00%,27.00,No,WGCX Texas,Non-ITC,18-Aug
Adam Raymond,Thousand Sons,1,,1,1,Thousand Sons,1,1,3,2,0,5,27,28.8,60.00%,0,5,60.00%,27.00,28.80,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Adam Raymond,Chaos Daemons,1,,1,1,Chaos Undivided,1,1,3,2,0,5,27,28.8,60.00%,0,5,60.00%,27.00,28.80,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Anthony Bellm,T'au Empire,1,1,,1,Farsight Enclaves,1,1,3,2,0,5,36.4,32.8,60.00%,5,,60.00%,36.40,32.80,60.00%,60.00%,36.40,No,WGCX Texas,Non-ITC,18-Aug
Anthony Bellm,T'au Empire,1,,1,,Farsight Enclaves,1,,3,2,0,5,36.4,32.8,60.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Anthony Bellm,T'au Empire,1,,1,,Sa'cea Sept,1,1,3,2,0,5,36.4,32.8,60.00%,0,,,,,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Antonio Cedeno,Necrons,1,1,,1,Mephrit Dynasty,1,1,3,2,0,5,40.2,34.2,60.00%,5,,60.00%,40.20,34.20,60.00%,60.00%,40.20,No,WGCX Texas,Non-ITC,18-Aug
Antonio Cedeno,Necrons,1,,1,,Mephrit Dynasty,1,,3,2,0,5,40.2,34.2,60.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Antonio Cedeno,Necrons,1,,1,,Nihilakh Dynasty,1,1,3,2,0,5,40.2,34.2,60.00%,0,,,,,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Ben Jackson,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,1,2,0,3,25.7,37.67,33.33%,3,,33.33%,25.70,37.67,33.33%,33.33%,25.70,No,WGCX Texas,Non-ITC,18-Aug
Ben Jackson,Drukhari,1,,1,,Prophets of Flesh,1,1,1,2,0,3,25.7,37.67,33.33%,0,,,,,,33.33%,,No,WGCX Texas,Non-ITC,18-Aug
Blake Hockenbrough,Imperial Knights,1,1,,1,House Raven,1,1,4,1,0,5,38.6,29.6,80.00%,5,,80.00%,38.60,29.60,80.00%,80.00%,38.60,Yes,WGCX Texas,Non-ITC,18-Aug
Blake Hockenbrough,Astra Militarum,1,,1,1,Cadian,1,1,4,1,0,5,38.6,29.6,80.00%,0,5,80.00%,38.60,29.60,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Blake Hockenbrough,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,4,1,0,5,38.6,29.6,80.00%,0,5,80.00%,38.60,29.60,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Bruce Merker,Ynnari,1,1,,1,Ynnari,1,1,3,2,0,5,41.4,29,60.00%,5,,60.00%,41.40,29.00,60.00%,60.00%,41.40,No,WGCX Texas,Non-ITC,18-Aug
Chris Arrington,Chaos Daemons,1,1,,1,Nurgle,1,1,2,1,0,3,31,27.67,66.67%,3,,66.67%,31.00,27.67,66.67%,66.67%,31.00,No,WGCX Texas,Non-ITC,18-Aug
Chris Arrington,Death Guard,1,,1,1,Death Guard,1,1,2,1,0,3,31,27.67,66.67%,0,3,66.67%,31.00,27.67,,66.67%,,No,WGCX Texas,Non-ITC,18-Aug
Chris Arrington,Chaos Daemons,1,,1,,Nurgle,1,,2,1,0,3,31,27.67,66.67%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Chris Coker,Thousand Sons,1,1,,1,Thousand Sons,1,1,2,3,0,5,27.4,31.2,40.00%,5,,40.00%,27.40,31.20,40.00%,40.00%,27.40,No,WGCX Texas,Non-ITC,18-Aug
Chris Coker,Chaos Daemons,1,,1,1,Chaos Undivided,1,1,2,3,0,5,27.4,31.2,40.00%,0,5,40.00%,27.40,31.20,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Chris Coker,Chaos Space Marines,1,,1,1,Unknown,1,1,2,3,0,5,27.4,31.2,40.00%,0,5,40.00%,27.40,31.20,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Christian Alessi,T'au Empire,1,1,,1,T'au Sept,1,1,2,1,0,3,35,31.33,66.67%,3,,66.67%,35.00,31.33,66.67%,66.67%,35.00,No,WGCX Texas,Non-ITC,18-Aug
Christian Alessi,T'au Empire,1,,1,,T'au Sept,1,,2,1,0,3,35,31.33,66.67%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Christian Alessi,T'au Empire,1,,1,,Sa'cea Sept,1,1,2,1,0,3,35,31.33,66.67%,0,,,,,,66.67%,,No,WGCX Texas,Non-ITC,18-Aug
Christopher Morris,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,3,2,0,5,44.4,22.2,60.00%,5,,60.00%,44.40,22.20,60.00%,60.00%,44.40,No,WGCX Texas,Non-ITC,18-Aug
Cliff Pope,Imperial Knights,1,1,,1,House Raven,1,1,1,4,0,5,20.4,45.6,20.00%,5,,20.00%,20.40,45.60,20.00%,20.00%,20.40,No,WGCX Texas,Non-ITC,18-Aug
Cliff Pope,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,1,4,0,5,20.4,45.6,20.00%,0,5,20.00%,20.40,45.60,,20.00%,,No,WGCX Texas,Non-ITC,18-Aug
Cliff Pope,Astra Militarum,1,,1,1,Cadian,1,1,1,4,0,5,20.4,45.6,20.00%,0,5,20.00%,20.40,45.60,,20.00%,,No,WGCX Texas,Non-ITC,18-Aug
Clifton Jackson,T'au Empire,1,1,,1,T'au Sept,1,1,2,3,0,5,28.8,38.6,40.00%,5,,40.00%,28.80,38.60,40.00%,40.00%,28.80,No,WGCX Texas,Non-ITC,18-Aug
Clifton Jackson,T'au Empire,1,,1,,Sa'cea Sept,1,1,2,3,0,5,28.8,38.6,40.00%,0,,,,,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Clifton Jackson,T'au Empire,1,,1,,T'au Sept,1,,2,3,0,5,28.8,38.6,40.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Clifton Russell,Tyranids,1,1,,1,Kronos,1,1,4,1,0,5,48.6,22.6,80.00%,5,,80.00%,48.60,22.60,80.00%,80.00%,48.60,Yes,WGCX Texas,Non-ITC,18-Aug
Clifton Russell,Tyranids,1,,1,,Kraken,1,1,4,1,0,5,48.6,22.6,80.00%,0,,,,,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Clifton Russell,Genestealer Cults,1,,1,1,Genestealer Cults,1,1,4,1,0,5,48.6,22.6,80.00%,0,5,80.00%,48.60,22.60,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Colin Coons,Imperial Knights,1,1,,1,House Raven,1,1,5,0,0,5,41.6,16.4,100.00%,5,,100.00%,41.60,16.40,100.00%,100.00%,41.60,Yes,WGCX Texas,Non-ITC,18-Aug
Colin Coons,Astra Militarum,1,,1,1,Catachan,1,1,5,0,0,5,41.6,16.4,100.00%,0,5,100.00%,41.60,16.40,,100.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Colin Coons,Astra Militarum,1,,1,,Catachan,1,,5,0,0,5,41.6,16.4,100.00%,0,,,,,,,,Yes,WGCX Texas,Non-ITC,18-Aug
Colin McDade,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,2,3,0,5,36.2,31,40.00%,5,,40.00%,36.20,31.00,40.00%,40.00%,36.20,No,WGCX Texas,Non-ITC,18-Aug
Colin McDade,Imperial Knights,1,,1,1,House Mortan,1,1,2,3,0,5,36.2,31,40.00%,0,5,40.00%,36.20,31.00,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Colin McDade,Astra Militarum,1,,1,1,Valhallan,1,1,2,3,0,5,36.2,31,40.00%,0,5,40.00%,36.20,31.00,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Colin McKenzie,T'au Empire,1,1,,1,T'au Sept,1,1,3,2,0,5,39.2,31.8,60.00%,5,,60.00%,39.20,31.80,60.00%,60.00%,39.20,No,WGCX Texas,Non-ITC,18-Aug
Colin McKenzie,T'au Empire,1,,1,,Sa'cea Sept,1,1,3,2,0,5,39.2,31.8,60.00%,0,,,,,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Colin McKenzie,T'au Empire,1,,1,,T'au Sept,1,,3,2,0,5,39.2,31.8,60.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Dakota Brinkman,Renegade Knights,1,1,,1,Renegade Knights,1,1,2,3,0,5,24.8,35.6,40.00%,5,,40.00%,24.80,35.60,40.00%,40.00%,24.80,No,WGCX Texas,Non-ITC,18-Aug
Dakota Brinkman,Chaos Space Marines,1,,1,1,Renegade Chapters,1,1,2,3,0,5,24.8,35.6,40.00%,0,5,40.00%,24.80,35.60,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Dane Mercer,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,2,3,0,5,25.4,34.6,40.00%,5,,40.00%,25.40,34.60,40.00%,40.00%,25.40,No,WGCX Texas,Non-ITC,18-Aug
Dane Mercer,Drukhari,1,,1,,Prophets of Flesh,1,1,2,3,0,5,25.4,34.6,40.00%,0,,,,,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Dane Mercer,Asuryani,1,,1,1,Alaitoc,1,1,2,3,0,5,25.4,34.6,40.00%,0,5,40.00%,25.40,34.60,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Daniel Morris,Astra Militarum,1,,1,1,Valhallan,1,1,2,3,0,5,18.8,36.6,40.00%,0,5,40.00%,18.80,36.60,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Daniel Morris,Astra Militarum,,1,,1,Cadian,1,1,2,3,0,5,18.8,36.6,40.00%,5,,40.00%,18.80,36.60,40.00%,40.00%,18.80,No,WGCX Texas,Non-ITC,18-Aug
Daniel Morris,Astra Militarum,,,1,,Cadian,1,,2,3,0,5,18.8,36.6,40.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
David Hall,Imperial Knights,1,1,,1,House Taranis,1,1,2,1,0,3,42.3,23.67,66.67%,3,,66.67%,42.30,23.67,66.67%,66.67%,42.30,No,WGCX Texas,Non-ITC,18-Aug
David Hall,Astra Militarum,1,,1,1,Cadian,1,1,2,1,0,3,42.3,23.67,66.67%,0,3,66.67%,42.30,23.67,,66.67%,,No,WGCX Texas,Non-ITC,18-Aug
David Savage,Thousand Sons,1,1,,1,Thousand Sons,1,1,3,2,0,5,30.8,25.6,60.00%,5,,60.00%,30.80,25.60,60.00%,60.00%,30.80,No,WGCX Texas,Non-ITC,18-Aug
David Savage,Chaos Daemons,1,,1,1,Nurgle,1,1,3,2,0,5,30.8,25,60.00%,0,5,60.00%,30.80,25.00,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
David Villareal,Imperial Knights,1,1,,1,House Mortan,1,1,3,2,0,5,35.8,28,60.00%,5,,60.00%,35.80,28.00,60.00%,60.00%,35.80,No,WGCX Texas,Non-ITC,18-Aug
David Villareal,Astra Militarum,1,,1,1,Tallarn,1,1,3,2,0,5,35.8,28,60.00%,0,5,60.00%,35.80,28.00,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
David Villareal,Astra Militarum,1,,1,,Militarum Tempestus,1,1,3,2,0,5,35.8,28,60.00%,0,,,,,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Eric Bucheger,Imperial Knights,1,1,,1,Unknown,1,1,2,3,0,5,27.4,44.4,40.00%,5,,40.00%,27.40,44.40,40.00%,40.00%,27.40,No,WGCX Texas,Non-ITC,18-Aug
Eric Phelps,Adeptus Astartes,1,1,,1,Imperial Fists,1,1,1,4,0,5,19.8,52.2,20.00%,5,,20.00%,19.80,52.20,20.00%,20.00%,19.80,No,WGCX Texas,Non-ITC,18-Aug
Eric Phelps,Astra Militarum,1,,1,1,Cadian,1,1,1,4,0,5,19.8,52.2,20.00%,0,5,20.00%,19.80,52.20,,20.00%,,No,WGCX Texas,Non-ITC,18-Aug
Evan Prosser,Adeptus Astartes,1,1,,1,Ultramarines,1,1,1,4,0,5,23.6,47,20.00%,5,,20.00%,23.60,47.00,20.00%,20.00%,23.60,No,WGCX Texas,Non-ITC,18-Aug
Evan Prosser,Adeptus Astartes,1,,1,,Ultramarines,1,,1,4,0,5,23.6,47,20.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Evan Prosser,Adeptus Astartes,1,,1,,Ultramarines,1,,1,4,0,5,23.6,47,20.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Garrison Henning,Blood Angels,1,1,,1,Blood Angels,1,1,0,4,1,5,19.6,43.4,10.00%,5,,10.00%,19.60,43.40,10.00%,10.00%,19.60,No,WGCX Texas,Non-ITC,18-Aug
Garrison Henning,Blood Angels,1,,1,,Blood Angels,1,,0,4,1,5,19.6,43.4,10.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Garrison Henning,Blood Angels,1,,1,,Blood Angels,1,,0,4,1,5,19.6,43.4,10.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Gavin Grigar,Imperial Knights,1,1,,1,House Raven,1,1,3,2,0,5,40.4,30.2,60.00%,5,,60.00%,40.40,30.20,60.00%,60.00%,40.40,No,WGCX Texas,Non-ITC,18-Aug
Gavin Grigar,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,3,2,0,5,40.4,30.2,60.00%,0,5,60.00%,40.40,30.20,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Gavin Grigar,Astra Militarum,1,,1,1,Catachan,1,1,3,2,0,5,40.4,30.2,60.00%,0,5,60.00%,40.40,30.20,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Greg Gonzalez,Death Guard,1,1,,1,Death Guard,1,1,4,1,0,5,39.4,18.8,80.00%,5,,80.00%,39.40,18.80,80.00%,80.00%,39.40,Yes,WGCX Texas,Non-ITC,18-Aug
Greg Gonzalez,Renegade Knights,1,,1,1,Renegade Knights,1,1,4,1,0,5,39.4,18.8,80.00%,0,5,80.00%,39.40,18.80,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Greg Gonzalez,Thousand Sons,1,,1,1,Thousand Sons,1,1,4,1,0,5,39.4,18.8,80.00%,0,5,80.00%,39.40,18.80,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Greg Harris,Imperial Knights,1,1,,1,House Taranis,1,1,3,2,0,5,35,28,60.00%,5,,60.00%,35.00,28.00,60.00%,60.00%,35.00,No,WGCX Texas,Non-ITC,18-Aug
Greg Harris,Astra Militarum,1,,1,1,Mordian,1,1,3,2,0,5,35,28,60.00%,0,5,60.00%,35.00,28.00,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Jake Gonzalez,Imperial Knights,1,1,,1,House Hawkshroud,1,1,2,3,0,5,31.8,34.4,40.00%,5,,40.00%,31.80,34.40,40.00%,40.00%,31.80,No,WGCX Texas,Non-ITC,18-Aug
Jake Gonzalez,Adeptus Astartes,1,,1,1,Ultramarines,1,1,2,3,0,5,31.8,34.4,40.00%,0,5,40.00%,31.80,34.40,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
James Miller,Astra Militarum,1,1,,1,Cadian,1,1,3,2,0,5,27.4,36.6,60.00%,5,,60.00%,27.40,36.60,60.00%,60.00%,27.40,No,WGCX Texas,Non-ITC,18-Aug
James Miller,Blood Angels,1,,1,1,Blood Angels,1,1,3,2,0,5,27.4,36.6,60.00%,0,5,60.00%,27.40,36.60,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Jamey Pirozzolo,Imperial Knights,1,1,,1,Unknown,1,1,2,3,0,5,28.6,38.6,40.00%,5,,40.00%,28.60,38.60,40.00%,40.00%,28.60,No,WGCX Texas,Non-ITC,18-Aug
Jamey Pirozzolo,Astra Militarum,1,,1,1,Valhallan,1,1,2,3,0,5,28.6,38.6,40.00%,0,5,40.00%,28.60,38.60,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Jamey Pirozzolo,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,2,3,0,5,28.6,38.6,40.00%,0,5,40.00%,28.60,38.60,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Jeffrey Merrick,Imperial Knights,1,1,,1,House Taranis,1,1,3,2,0,5,36.8,25.8,60.00%,5,,60.00%,36.80,25.80,60.00%,60.00%,36.80,No,WGCX Texas,Non-ITC,18-Aug
Jerald Springer,Imperial Knights,1,1,,1,House Hawkshroud,1,1,2,3,0,5,25.6,38.2,40.00%,5,,40.00%,25.60,38.20,40.00%,40.00%,25.60,No,WGCX Texas,Non-ITC,18-Aug
Jerald Springer,Astra Militarum,1,,1,1,Valhallan,1,1,2,3,0,5,25.6,38.2,40.00%,0,5,40.00%,25.60,38.20,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
John Sonnenberger,Imperial Knights,1,1,,1,House Taranis,1,1,3,2,0,5,40.8,26.2,60.00%,5,,60.00%,40.80,26.20,60.00%,60.00%,40.80,No,WGCX Texas,Non-ITC,18-Aug
John Sonnenberger,Space Wolves,1,,1,1,Space Wolves,1,1,3,2,0,5,40.8,26.2,60.00%,0,5,60.00%,40.80,26.20,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
John Sonnenberger,Astra Militarum,1,,1,1,Cadian,1,1,3,2,0,5,40.8,26.2,60.00%,0,5,60.00%,40.80,26.20,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
John Wiprud,Cult Mechanicus,1,1,,1,Mars,1,1,0,4,1,5,25.6,37.4,10.00%,5,,10.00%,25.60,37.40,10.00%,10.00%,25.60,No,WGCX Texas,Non-ITC,18-Aug
John Wiprud,Adepta Sororitas,1,,1,1,Adepta Sororitas,1,1,0,4,1,5,25.6,37.4,10.00%,0,5,10.00%,25.60,37.40,,10.00%,,No,WGCX Texas,Non-ITC,18-Aug
John Wiprud,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,0,4,1,5,25.6,37.4,10.00%,0,5,10.00%,25.60,37.40,,10.00%,,No,WGCX Texas,Non-ITC,18-Aug
Jose Cortez,Astra Militarum,1,1,,1,Cadian,1,1,4,1,0,5,39.6,21.8,80.00%,5,,80.00%,39.60,21.80,80.00%,80.00%,39.60,Yes,WGCX Texas,Non-ITC,18-Aug
Jose Cortez,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,4,1,0,5,39.6,21.8,80.00%,0,5,80.00%,39.60,21.80,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Jose Cortez,Adepta Sororitas,1,,1,1,Adepta Sororitas,1,1,4,1,0,5,39.6,21.8,80.00%,0,5,80.00%,39.60,21.80,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Josiaha Cook,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,1,2,0,3,27.6,42.67,33.33%,3,,33.33%,27.60,42.67,33.33%,33.33%,27.60,No,WGCX Texas,Non-ITC,18-Aug
Josiaha Cook,Astra Militarum,1,,1,1,Cadian,1,1,1,2,0,3,27.6,42.67,33.33%,0,3,33.33%,27.60,42.67,,33.33%,,No,WGCX Texas,Non-ITC,18-Aug
Josiaha Cook,Astra Militarum,1,,1,,Tallarn,1,1,1,2,0,3,27.6,42.67,33.33%,0,,,,,,33.33%,,No,WGCX Texas,Non-ITC,18-Aug
Kingsley Coppinger,Drukhari,1,1,,1,Kabal of the Obsidian Rose,1,1,2,3,0,5,33,30.2,40.00%,5,,40.00%,33.00,30.20,40.00%,40.00%,33.00,No,WGCX Texas,Non-ITC,18-Aug
Kingsley Coppinger,Drukhari,1,,1,,Cult of the Red Grief,1,1,2,3,0,5,33,30.2,40.00%,0,,,,,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Kingsley Coppinger,Asuryani,1,,1,1,Ulthwe,1,1,2,3,0,5,33,30.2,40.00%,0,5,40.00%,33.00,30.20,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Kris Mills,Imperial Knights,1,1,,1,House Raven,1,1,4,1,0,5,46.2,23.6,80.00%,5,,80.00%,46.20,23.60,80.00%,80.00%,46.20,Yes,WGCX Texas,Non-ITC,18-Aug
Kris Mills,Astra Militarum,1,,1,1,Cadian,1,1,4,1,0,5,46.2,23.6,80.00%,0,5,80.00%,46.20,23.60,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Kris Mills,Blood Angels,1,,1,1,Blood Angels,1,1,4,1,0,5,46.2,23.6,80.00%,0,5,80.00%,46.20,23.60,,80.00%,,Yes,WGCX Texas,Non-ITC,18-Aug
Kristopher Boss,Death Guard,1,1,,1,Death Guard,1,1,3,2,0,5,34.2,33,60.00%,5,,60.00%,34.20,33.00,60.00%,60.00%,34.20,No,WGCX Texas,Non-ITC,18-Aug
Kristopher Boss,Death Guard,1,,1,,Death Guard,1,,3,2,0,5,34.2,33,60.00%,0,,,,,,,,No,WGCX Texas,Non-ITC,18-Aug
Kristopher Boss,Chaos Daemons,1,,1,1,Nurgle,1,1,3,2,0,5,34.2,33,60.00%,0,5,60.00%,34.20,33.00,,60.00%,,No,WGCX Texas,Non-ITC,18-Aug
Kyle Kindy,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,1,2,3,6,21.2,35.4,41.67%,6,,41.67%,21.20,35.40,41.67%,41.67%,21.20,No,WGCX Texas,Non-ITC,18-Aug
Matt Baugh,Ynnari,1,1,,1,Ynnari,1,1,2,3,0,5,30.2,34.4,40.00%,5,,40.00%,30.20,34.40,40.00%,40.00%,30.20,No,WGCX Texas,Non-ITC,18-Aug
Matt Baugh,Asuryani,1,,1,1,Alaitoc,1,1,2,3,0,5,30.2,34.4,40.00%,0,5,40.00%,30.20,34.40,,40.00%,,No,WGCX Texas,Non-ITC,18-Aug
Matthew Allee,Thousand Sons,1,1,,1,Thousand Sons,1,1,4,1,0,5,47.4,14.6,80.00%,5,,80.00%,47.40,14.60,80.00%,80.00%,47.40,Yes,WGCX Texas,Non-ITC,18-Aug
Matthew Bartley,Adeptus Astartes,1,1,,1,Raven Guard,1,1,1,4,0,5,23.8,35.8,20.00%,5,,20.00%,23.80,35.80,20.00%,20.00%,23.80,No,WGCX Texas,Non-ITC,18-Aug
Matthew Bartley,Astra Militarum,1,,1,1,Cadian,1,1,1,4,0,5,23.8,35.8,20.00%,0,5,20.00%,23.80,35.80,,20.00%,,No,WGCX Texas,Non-ITC,18-Aug
Matthew Bartley,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,1,4,0,5,23.8,35.8,20.00%,0,5,20.00%,23.80,35.80,,20.00%,,No,WGCX Texas,Non-ITC,18-Aug
Matthew Beauchamp,Death Guard,1,1,,1,Death Guard,1,1,2,3,0,5,29.6,33,40.00%,5,,40.00%,29.60,33.00,40.00%,40.00%,29.60,No,WGCX Texas,Non-ITC,18-Aug
