Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Games by Primary,Games by Secondary,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,Tournament,Ruleset,Date
Chris Sindel,T'au Empire,1,,1,,T'au Sept,1,,2,2,1,5,11.8,15,50.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Chris Sindel,T'au Empire,1,,1,,T'au Sept,1,,2,2,1,5,11.8,15,50.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Chris Yates,Chaos Space Marines,1,1,,1,Black Legion,1,1,2,3,0,5,21.6,19.8,40.00%,5,,40.00%,21.60,19.80,40.00%,40.00%,21.60,No,Wintercon,ITC,21-Jul
Chris Yates,Renegade Knights,1,,1,1,Renegade Knights,1,1,2,3,0,5,21.6,19.8,40.00%,0,5,40.00%,21.60,19.80,,40.00%,,No,Wintercon,ITC,21-Jul
Christian Snell,Drukhari,1,1,,1,Kabal of the Flayed Skull,1,1,2,3,0,5,15.8,18.4,40.00%,5,,40.00%,15.80,18.40,40.00%,40.00%,15.80,No,Wintercon,ITC,21-Jul
Christopher Wright,Asuryani,1,1,,1,Alaitoc,1,1,5,0,0,5,29.2,15.2,100.00%,5,,100.00%,29.20,15.20,100.00%,100.00%,29.20,Yes,Wintercon,ITC,21-Jul
Christopher Wright,Asuryani,1,,1,,Ulthwe,1,1,5,0,0,5,29.2,15.2,100.00%,0,,,,,,100.00%,,Yes,Wintercon,ITC,21-Jul
Christopher Wright,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,5,0,0,5,29.2,15.2,100.00%,0,5,100.00%,29.20,15.20,,100.00%,,Yes,Wintercon,ITC,21-Jul
Colin Johnson,Dark Angels,1,1,,1,Dark Angels,1,1,3,2,0,5,24.8,22.4,60.00%,5,,60.00%,24.80,22.40,60.00%,60.00%,24.80,No,Wintercon,ITC,21-Jul
Colin Johnson,Dark Angels,1,,1,,Dark Angels,1,,3,2,0,5,24.8,22.4,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Craig Anderson,Drukhari,1,1,,1,Kabal of the Obsidian Rose,1,1,1,4,0,5,16.8,22.8,20.00%,5,,20.00%,16.80,22.80,20.00%,20.00%,16.80,No,Wintercon,ITC,21-Jul
Darren Brodin,Ynnari,1,1,,1,Ynnari,1,1,3,2,0,5,20,19.8,60.00%,5,,60.00%,20.00,19.80,60.00%,60.00%,20.00,No,Wintercon,ITC,21-Jul
Darren Brodin,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,3,2,0,5,20,19.8,60.00%,0,5,60.00%,20.00,19.80,,60.00%,,No,Wintercon,ITC,21-Jul
Darren Brodin,Drukhari,1,,1,,Cult of the Cursed Blade,1,1,3,2,0,5,20,19.8,60.00%,0,,,,,,60.00%,,No,Wintercon,ITC,21-Jul
David Corcoran,Imperial Knights,1,1,,1,Unknown,1,1,3,2,0,5,25.4,18.4,60.00%,5,,60.00%,25.40,18.40,60.00%,60.00%,25.40,No,Wintercon,ITC,21-Jul
David Mang,Imperial Knights,1,1,,1,House Raven,1,1,2,3,0,5,16.2,12.6,40.00%,5,,40.00%,16.20,12.60,40.00%,40.00%,16.20,No,Wintercon,ITC,21-Jul
David Mang,Cult Mechanicus,1,,1,1,Stygies,1,1,2,3,0,5,16.2,12.6,40.00%,0,5,40.00%,16.20,12.60,,40.00%,,No,Wintercon,ITC,21-Jul
David Tyrrell,Imperial Knights,1,1,,1,House Raven,1,1,2,3,0,5,23,18.8,40.00%,5,,40.00%,23.00,18.80,40.00%,40.00%,23.00,No,Wintercon,ITC,21-Jul
David Tyrrell,Cult Mechanicus,1,,1,1,Stygies,1,1,2,3,0,5,23,18.8,40.00%,0,5,40.00%,23.00,18.80,,40.00%,,No,Wintercon,ITC,21-Jul
David Tyrrell,Astra Militarum,1,,1,1,Cadian,1,1,2,3,0,5,23,18.8,40.00%,0,5,40.00%,23.00,18.80,,40.00%,,No,Wintercon,ITC,21-Jul
Dom Proctor,Adepta Sororitas,1,1,,1,Adepta Sororitas,1,1,0,4,1,5,13.6,31.4,10.00%,5,,10.00%,13.60,31.40,10.00%,10.00%,13.60,No,Wintercon,ITC,21-Jul
Dom Proctor,Adepta Sororitas,1,,1,1,Adepta Sororitas,1,1,0,4,1,5,13.6,31.4,10.00%,0,5,10.00%,13.60,31.40,,10.00%,,No,Wintercon,ITC,21-Jul
Douglas Crawford,Imperial Knights,1,1,,1,House Taranis,1,1,3,2,0,5,20.2,15.8,60.00%,5,,60.00%,20.20,15.80,60.00%,60.00%,20.20,No,Wintercon,ITC,21-Jul
Douglas Crawford,Adeptus Custodes,1,,1,1,Adeptus Custodes,1,1,3,2,0,5,20.2,15.8,60.00%,0,5,60.00%,20.20,15.80,,60.00%,,No,Wintercon,ITC,21-Jul
Douglas Crawford,Astra Militarum,1,,1,1,Cadian,1,1,3,2,0,5,20.2,15.8,60.00%,0,5,60.00%,20.20,15.80,,60.00%,,No,Wintercon,ITC,21-Jul
Ewart Searle,Imperial Knights,1,1,,1,House Krast,1,1,2,3,0,5,21,24.6,40.00%,5,,40.00%,21.00,24.60,40.00%,40.00%,21.00,No,Wintercon,ITC,21-Jul
Ewart Searle,Astra Militarum,1,,1,1,Mordian,1,1,2,3,0,5,21,24.6,40.00%,0,5,40.00%,21.00,24.60,,40.00%,,No,Wintercon,ITC,21-Jul
Ewart Searle,Imperial Knights,1,,1,,House Mortan,1,1,2,3,0,5,21,24.6,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Fued One,Deathwatch,1,1,,1,Deathwatch,1,1,3,2,0,5,26.6,19.4,60.00%,5,,60.00%,26.60,19.40,60.00%,60.00%,26.60,No,Wintercon,ITC,21-Jul
Fued One,Imperial Knights,1,,1,1,House Cadmus,1,1,3,2,0,5,26.6,19.4,60.00%,0,5,60.00%,26.60,19.40,,60.00%,,No,Wintercon,ITC,21-Jul
Fued One,Astra Militarum,1,,1,1,Mordian,1,1,3,2,0,5,26.6,19.4,60.00%,0,5,60.00%,26.60,19.40,,60.00%,,No,Wintercon,ITC,21-Jul
Harrison Mayo,Adeptus Astartes,1,1,,1,Ultramarines,1,1,4,1,0,5,23.4,18.2,80.00%,5,,80.00%,23.40,18.20,80.00%,80.00%,23.40,Yes,Wintercon,ITC,21-Jul
Harrison Mayo,Adeptus Astartes,1,,1,,Ultramarines,1,,4,1,0,5,23.4,18.2,80.00%,0,,,,,,,,Yes,Wintercon,ITC,21-Jul
Hayden Ford,Astra Militarum,1,1,,1,Cadian,1,1,4,1,0,5,27.8,20,80.00%,5,,80.00%,27.80,20.00,80.00%,80.00%,27.80,Yes,Wintercon,ITC,21-Jul
Hayden Ford,Astra Militarum,1,,1,,Cadian,1,,4,1,0,5,27.8,20,80.00%,0,,,,,,,,Yes,Wintercon,ITC,21-Jul
Hayden Ford,Neutral Fortification,1,,1,1,Neutral Fortification,1,1,4,1,0,5,27.8,20,80.00%,0,5,80.00%,27.80,20.00,,80.00%,,Yes,Wintercon,ITC,21-Jul
Hayden Manskie,Chaos Daemons,1,1,,1,Chaos Undivided,1,1,4,0,1,5,33.2,21,90.00%,5,,90.00%,33.20,21.00,90.00%,90.00%,33.20,Yes,Wintercon,ITC,21-Jul
Hayden Manskie,Thousand Sons,1,,1,1,Thousand Sons,1,1,4,0,1,5,33.2,21,90.00%,0,5,90.00%,33.20,21.00,,90.00%,,Yes,Wintercon,ITC,21-Jul
Hayden Manskie,Thousand Sons,1,,1,,Thousand Sons,1,,4,0,1,5,33.2,21,90.00%,0,,,,,,,,Yes,Wintercon,ITC,21-Jul
Heath Burkill,Necrons,1,1,,1,Sautekh Dynasty,1,1,2,2,1,5,13.4,15,50.00%,5,,50.00%,13.40,15.00,50.00%,50.00%,13.40,No,Wintercon,ITC,21-Jul
Heath Burkill,Necrons,1,,1,,Nephrekh Dynasty,1,1,2,2,1,5,13.4,15,50.00%,0,,,,,,50.00%,,No,Wintercon,ITC,21-Jul
Heath Burkill,Necrons,1,,1,,Unknown,1,1,2,2,1,5,13.4,15,50.00%,0,,,,,,50.00%,,No,Wintercon,ITC,21-Jul
Jack Lavercombe,Asuryani,1,1,,1,Unknown,1,1,4,1,0,5,26.6,13.6,80.00%,5,,80.00%,26.60,13.60,80.00%,80.00%,26.60,Yes,Wintercon,ITC,21-Jul
Jacob McCorry,Drukhari,1,1,,1,Kabal of the Flayed Skull,1,1,3,1,1,5,25,21.8,70.00%,5,,70.00%,25.00,21.80,70.00%,70.00%,25.00,Yes,Wintercon,ITC,21-Jul
Jacob McCorry,Drukhari,1,,1,,Cult of the Red Grief,1,1,3,1,1,5,25,21.8,70.00%,0,,,,,,70.00%,,Yes,Wintercon,ITC,21-Jul
Jacob McCorry,Drukhari,1,,1,,Kabal of the Black Heart,1,1,3,1,1,5,25,21.8,70.00%,0,,,,,,70.00%,,Yes,Wintercon,ITC,21-Jul
Jake Smith,Astra Militarum,1,1,,1,Cadian,1,1,2,2,1,5,16.8,15.8,50.00%,5,,50.00%,16.80,15.80,50.00%,50.00%,16.80,No,Wintercon,ITC,21-Jul
Jake Smith,Astra Militarum,1,,1,,Cadian,1,,2,2,1,5,16.8,15.8,50.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Jake Smith,Dark Angels,1,,1,1,Dark Angels,1,1,2,2,1,5,16.8,15.8,50.00%,0,5,50.00%,16.80,15.80,,50.00%,,No,Wintercon,ITC,21-Jul
James Horton,Adepta Sororitas,1,1,,1,Adepta Sororitas,1,1,1,3,1,5,12.6,16.6,30.00%,5,,30.00%,12.60,16.60,30.00%,30.00%,12.60,No,Wintercon,ITC,21-Jul
James Horton,Astra Militarum,1,,1,1,Death Korps of Krieg,1,1,1,3,1,5,12.6,16.6,30.00%,0,5,30.00%,12.60,16.60,,30.00%,,No,Wintercon,ITC,21-Jul
James Seymour,Astra Militarum,1,1,,1,Tallarn,1,1,2,3,0,5,21.6,26.8,40.00%,5,,40.00%,21.60,26.80,40.00%,40.00%,21.60,No,Wintercon,ITC,21-Jul
James Seymour,Astra Militarum,1,,1,,Tallarn,1,,2,3,0,5,21.6,26.8,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
James Seymour,Astra Militarum,1,,1,,Mordian,1,1,2,3,0,5,21.6,26.8,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Jason Guthrie,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,2,3,0,5,18.6,22.4,40.00%,5,,40.00%,18.60,22.40,40.00%,40.00%,18.60,No,Wintercon,ITC,21-Jul
Jason Guthrie,Drukhari,1,,1,,Prophets of Flesh,1,1,2,3,0,5,18.6,22.4,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Jason Guthrie,Drukhari,1,,1,,Cult of the Cursed Blade,1,1,2,3,0,5,18.6,22.4,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Jay Lajtar,Asuryani,1,1,,1,Ulthwe,1,1,1,4,0,5,13.2,30.6,20.00%,5,,20.00%,13.20,30.60,20.00%,20.00%,13.20,No,Wintercon,ITC,21-Jul
Jeffrey Campbell,Chaos Space Marines,1,1,,1,Unknown,1,1,4,1,0,5,28.8,13.8,80.00%,5,,80.00%,28.80,13.80,80.00%,80.00%,28.80,Yes,Wintercon,ITC,21-Jul
Jeremy Young,Drukhari,1,1,,1,Cult of Strife,1,1,4,1,0,5,28.8,19,80.00%,5,,80.00%,28.80,19.00,80.00%,80.00%,28.80,Yes,Wintercon,ITC,21-Jul
Jeremy Young,Drukhari,1,,1,,Cult of the Red Grief,1,1,4,1,0,5,28.8,19,80.00%,0,,,,,,80.00%,,Yes,Wintercon,ITC,21-Jul
Jeremy Young,Drukhari,1,,1,,Kabal of the Black Heart,1,1,4,1,0,5,28.8,19,80.00%,0,,,,,,80.00%,,Yes,Wintercon,ITC,21-Jul
Jonathan Burn,Adepta Sororitas,1,1,,1,Adepta Sororitas,1,1,1,4,0,5,15.8,15.8,20.00%,5,,20.00%,15.80,15.80,20.00%,20.00%,15.80,No,Wintercon,ITC,21-Jul
Jonathan Burn,Adepta Sororitas,1,,1,,Adepta Sororitas,1,,1,4,0,5,15.8,15.8,20.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Jonathan Burn,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,1,4,0,5,15.8,15.8,20.00%,0,5,20.00%,15.80,15.80,,20.00%,,No,Wintercon,ITC,21-Jul
Jonathan Gordon,T'au Empire,1,1,,1,Bork'an Sept,1,1,2,3,0,5,17.2,18.8,40.00%,5,,40.00%,17.20,18.80,40.00%,40.00%,17.20,No,Wintercon,ITC,21-Jul
Jonathan Gordon,T'au Empire,1,,1,,Bork'an Sept,1,1,2,3,0,5,17.2,18.8,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Josh Devitt,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,3,2,0,5,21.2,13.4,60.00%,5,,60.00%,21.20,13.40,60.00%,60.00%,21.20,No,Wintercon,ITC,21-Jul
Josh Devitt,Drukhari,1,,1,,Cult of the Red Grief,1,1,3,2,0,5,21.2,13.4,60.00%,0,,,,,,60.00%,,No,Wintercon,ITC,21-Jul
Josh Devitt,Drukhari,1,,1,,Kabal of the Flayed Skull,1,1,3,2,0,5,21.2,13.4,60.00%,0,,,,,,60.00%,,No,Wintercon,ITC,21-Jul
Josh McMillan,Blood Angels,1,1,,1,Blood Angels,1,1,2,3,0,5,23.8,27.4,40.00%,5,,40.00%,23.80,27.40,40.00%,40.00%,23.80,No,Wintercon,ITC,21-Jul
Josh McMillan,Blood Angels,1,,1,,Blood Angels,1,,2,3,0,5,23.8,27.4,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Josh McMillan,Astra Militarum,1,,1,1,Cadian,1,1,2,3,0,5,23.8,27.4,40.00%,0,5,40.00%,23.80,27.40,,40.00%,,No,Wintercon,ITC,21-Jul
Joshua Brodie,Chaos Daemons,1,1,,1,Chaos Undivided,1,1,3,2,0,5,28.2,23.6,60.00%,5,,60.00%,28.20,23.60,60.00%,60.00%,28.20,No,Wintercon,ITC,21-Jul
Joshua Brodie,Chaos Space Marines,1,,1,1,Alpha Legion,1,1,3,2,0,5,28.2,23.6,60.00%,0,5,60.00%,28.20,23.60,,60.00%,,No,Wintercon,ITC,21-Jul
Joshua Brodie,Thousand Sons,1,,1,1,Thousand Sons,1,1,3,2,0,5,28.2,23.6,60.00%,0,5,60.00%,28.20,23.60,,60.00%,,No,Wintercon,ITC,21-Jul
Joshua Morris,Chaos Space Marines,1,1,,1,Night Lords,1,1,1,4,0,5,9.8,27,20.00%,5,,20.00%,9.80,27.00,20.00%,20.00%,9.80,No,Wintercon,ITC,21-Jul
Joshua Morris,Renegade Knights,1,,1,1,Renegade Knights,1,1,1,4,0,5,9.8,27,20.00%,0,5,20.00%,9.80,27.00,,20.00%,,No,Wintercon,ITC,21-Jul
Kaleb Baldwin,Necrons,1,1,,1,Unknown,1,1,2,1,2,5,22.8,20.2,60.00%,5,,60.00%,22.80,20.20,60.00%,60.00%,22.80,No,Wintercon,ITC,21-Jul
Keith Beard,Adeptus Astartes,1,1,,1,Ultramarines,1,1,2,3,0,5,10.8,19.2,40.00%,5,,40.00%,10.80,19.20,40.00%,40.00%,10.80,No,Wintercon,ITC,21-Jul
Keith Beard,Adeptus Astartes,1,,1,,Ultramarines,1,,2,3,0,5,10.8,19.2,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Kieren Howard,Imperial Knights,1,1,,1,House Hawkshroud,1,1,4,1,0,5,22.6,18.4,80.00%,5,,80.00%,22.60,18.40,80.00%,80.00%,22.60,Yes,Wintercon,ITC,21-Jul
Kieren Howard,Astra Militarum,1,,1,1,Death Korps of Krieg,1,1,4,1,0,5,22.6,18.4,80.00%,0,5,80.00%,22.60,18.40,,80.00%,,Yes,Wintercon,ITC,21-Jul
Kieren Howard,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,4,1,0,5,22.6,18.4,80.00%,0,5,80.00%,22.60,18.40,,80.00%,,Yes,Wintercon,ITC,21-Jul
Kyle Ingram,Adeptus Astartes,1,1,,1,Ultramarines,1,1,2,3,0,5,18,23.8,40.00%,5,,40.00%,18.00,23.80,40.00%,40.00%,18.00,No,Wintercon,ITC,21-Jul
Kyle Ingram,Imperial Knights,1,,1,1,House Hawkshroud,1,1,2,3,0,5,18,23.8,40.00%,0,5,40.00%,18.00,23.80,,40.00%,,No,Wintercon,ITC,21-Jul
Lee Connor,Harlequins,1,1,,1,Soaring Spite,1,1,5,0,0,5,17.6,12.4,100.00%,5,,100.00%,17.60,12.40,100.00%,100.00%,17.60,Yes,Wintercon,ITC,21-Jul
Lee Connor,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,5,0,0,5,17.6,12.4,100.00%,0,5,100.00%,17.60,12.40,,100.00%,,Yes,Wintercon,ITC,21-Jul
Leigh Abbey,Astra Militarum,1,1,,1,Militarum Tempestus,1,1,4,1,0,5,33,16.6,80.00%,5,,80.00%,33.00,16.60,80.00%,80.00%,33.00,Yes,Wintercon,ITC,21-Jul
Leigh Abbey,Blood Angels,1,,1,1,Blood Angels,1,1,4,1,0,5,33,16.6,80.00%,0,5,80.00%,33.00,16.60,,80.00%,,Yes,Wintercon,ITC,21-Jul
Liam Penderghast,Thousand Sons,1,1,,1,Thousand Sons,1,1,3,2,0,5,25,15.2,60.00%,5,,60.00%,25.00,15.20,60.00%,60.00%,25.00,No,Wintercon,ITC,21-Jul
Liam Penderghast,Thousand Sons,1,,1,,Thousand Sons,1,,3,2,0,5,25,15.2,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Liam Robinson,Astra Militarum,1,1,,1,Cadian,1,1,3,2,0,5,23.2,20,60.00%,5,,60.00%,23.20,20.00,60.00%,60.00%,23.20,No,Wintercon,ITC,21-Jul
Liam Robinson,Astra Militarum,1,,1,,Cadian,1,,3,2,0,5,23.2,20,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Liam Robinson,Imperial Knights,1,,1,1,Unknown,1,1,3,2,0,5,23.2,20,60.00%,0,5,60.00%,23.20,20.00,,60.00%,,No,Wintercon,ITC,21-Jul
Luke Cansdale,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,2,3,0,5,17.4,26.4,40.00%,5,,40.00%,17.40,26.40,40.00%,40.00%,17.40,No,Wintercon,ITC,21-Jul
Luke Graham,Ynnari,1,1,,1,Ynnari,1,1,4,1,0,5,32,16,80.00%,5,,80.00%,32.00,16.00,80.00%,80.00%,32.00,Yes,Wintercon,ITC,21-Jul
Luke Graham,Harlequins,1,,1,1,Soaring Spite,1,1,4,1,0,5,32,16,80.00%,0,5,80.00%,32.00,16.00,,80.00%,,Yes,Wintercon,ITC,21-Jul
Luke Greco,Necrons,1,1,,1,Unknown,1,1,2,3,0,5,16.8,25.2,40.00%,5,,40.00%,16.80,25.20,40.00%,40.00%,16.80,No,Wintercon,ITC,21-Jul
Marcus Hall,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,2,3,0,5,20.4,19.8,40.00%,5,,40.00%,20.40,19.80,40.00%,40.00%,20.40,No,Wintercon,ITC,21-Jul
Marcus Hall,Thousand Sons,1,,1,1,Thousand Sons,1,1,2,3,0,5,20.4,19.8,40.00%,0,5,40.00%,20.40,19.80,,40.00%,,No,Wintercon,ITC,21-Jul
Matt Morosoli,Adepta Sororitas,1,1,,1,Adepta Sororitas,1,1,3,2,0,5,30.2,20,60.00%,5,,60.00%,30.20,20.00,60.00%,60.00%,30.20,No,Wintercon,ITC,21-Jul
Matt Morosoli,Blood Angels,1,,1,1,Blood Angels,1,1,3,2,0,5,30.2,20,60.00%,0,5,60.00%,30.20,20.00,,60.00%,,No,Wintercon,ITC,21-Jul
Matt Morosoli,Astra Militarum,1,,1,1,Vostroyan,1,1,3,2,0,5,30.2,20,60.00%,0,5,60.00%,30.20,20.00,,60.00%,,No,Wintercon,ITC,21-Jul
Matthew Johnson,Astra Militarum,1,1,,1,Catachan,1,1,2,3,0,5,17.8,22.8,40.00%,5,,40.00%,17.80,22.80,40.00%,40.00%,17.80,No,Wintercon,ITC,21-Jul
Matthew Johnson,Astra Militarum,1,,1,,Catachan,1,,2,3,0,5,17.8,22.8,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Matthew Rush,Imperial Knights,1,1,,1,House Taranis,1,1,2,3,0,5,22.4,22.4,40.00%,5,,40.00%,22.40,22.40,40.00%,40.00%,22.40,No,Wintercon,ITC,21-Jul
Matthew Rush,Astra Militarum,1,,1,1,Cadian,1,1,2,3,0,5,22.4,22.4,40.00%,0,5,40.00%,22.40,22.40,,40.00%,,No,Wintercon,ITC,21-Jul
Max Burmeister,Astra Militarum,1,1,,1,Cadian,1,1,2,3,0,5,21.6,25.6,40.00%,5,,40.00%,21.60,25.60,40.00%,40.00%,21.60,No,Wintercon,ITC,21-Jul
Max Burmeister,Astra Militarum,1,,1,,Cadian,1,,2,3,0,5,21.6,25.6,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Max Burmeister,Astra Militarum,1,,1,,Cadian,1,,2,3,0,5,21.6,25.6,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Max Morrison,Asuryani,1,1,,1,Alaitoc,1,1,3,2,0,5,27.2,16.2,60.00%,5,,60.00%,27.20,16.20,60.00%,60.00%,27.20,No,Wintercon,ITC,21-Jul
Max Morrison,Asuryani,1,,1,,Alaitoc,1,,3,2,0,5,27.2,16.2,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Max Morrison,Asuryani,1,,1,,Saim Hann,1,1,3,2,0,5,27.2,16.2,60.00%,0,,,,,,60.00%,,No,Wintercon,ITC,21-Jul
Michael Curtis,Inquisition,1,1,,1,Inquisition,1,1,1,4,0,5,12,24,20.00%,5,,20.00%,12.00,24.00,20.00%,20.00%,12.00,No,Wintercon,ITC,21-Jul
Michael Curtis,Astra Militarum,1,,1,1,Catachan,1,1,1,4,0,5,12,24,20.00%,0,5,20.00%,12.00,24.00,,20.00%,,No,Wintercon,ITC,21-Jul
Michael Curtis,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,1,4,0,5,12,24,20.00%,0,5,20.00%,12.00,24.00,,20.00%,,No,Wintercon,ITC,21-Jul
Michael Moore,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,3,1,1,5,22.2,21.2,70.00%,5,,70.00%,22.20,21.20,70.00%,70.00%,22.20,Yes,Wintercon,ITC,21-Jul
Michael Moore,Drukhari,1,,1,,Prophets of Flesh,1,1,3,1,1,5,22.2,21.2,70.00%,0,,,,,,70.00%,,Yes,Wintercon,ITC,21-Jul
Michael Moore,Asuryani,1,,1,1,Alaitoc,1,1,3,1,1,5,22.2,21.2,70.00%,0,5,70.00%,22.20,21.20,,70.00%,,Yes,Wintercon,ITC,21-Jul
Michael Vanderhaven,Chaos Daemons,1,1,,1,Nurgle,1,1,2,3,0,5,25.6,22.2,40.00%,5,,40.00%,25.60,22.20,40.00%,40.00%,25.60,No,Wintercon,ITC,21-Jul
Michael Vanderhaven,Chaos Space Marines,1,,1,1,Alpha Legion,1,1,2,3,0,5,25.6,22.2,40.00%,0,5,40.00%,25.60,22.20,,40.00%,,No,Wintercon,ITC,21-Jul
Michael Vanderhaven,Chaos Space Marines,1,,1,,Mixed,1,1,2,3,0,5,25.6,22.2,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Mitch Smith,Drukhari,1,1,,1,Unknown,1,1,3,1,1,5,16.6,17.6,70.00%,5,,70.00%,16.60,17.60,70.00%,70.00%,16.60,Yes,Wintercon,ITC,21-Jul
Nathan Simat,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,3,2,0,5,16.4,18.4,60.00%,5,,60.00%,16.40,18.40,60.00%,60.00%,16.40,No,Wintercon,ITC,21-Jul
Nathan Simat,Astra Militarum,1,,1,1,Militarum Tempestus,1,1,3,2,0,5,16.4,18.4,60.00%,0,5,60.00%,16.40,18.40,,60.00%,,No,Wintercon,ITC,21-Jul
Nathan Simat,Astra Militarum,1,,1,,Catachan,1,1,3,2,0,5,16.4,18.4,60.00%,0,,,,,,60.00%,,No,Wintercon,ITC,21-Jul
Nick Beare,Adeptus Astartes,1,1,,1,Ultramarines,1,1,3,2,0,5,15.8,20.6,60.00%,5,,60.00%,15.80,20.60,60.00%,60.00%,15.80,No,Wintercon,ITC,21-Jul
Nick Beare,Adeptus Astartes,1,,1,,Ultramarines,1,,3,2,0,5,15.8,20.6,60.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Nick Beare,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,3,2,0,5,15.8,20.6,60.00%,0,5,60.00%,15.80,20.60,,60.00%,,No,Wintercon,ITC,21-Jul
Nick Tod,Asuryani,1,1,,1,Ulthwe,1,1,2,2,1,5,14.6,19.2,50.00%,5,,50.00%,14.60,19.20,50.00%,50.00%,14.60,No,Wintercon,ITC,21-Jul
Nick Tod,Asuryani,1,,1,,Alaitoc,1,1,2,2,1,5,14.6,19.2,50.00%,0,,,,,,50.00%,,No,Wintercon,ITC,21-Jul
Nick Tod,Asuryani,1,,1,,Alaitoc,1,,2,2,1,5,14.6,19.2,50.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Nicolaas Drage,Adeptus Astartes,1,1,,1,Ultramarines,1,1,2,3,0,5,13,29.4,40.00%,5,,40.00%,13.00,29.40,40.00%,40.00%,13.00,No,Wintercon,ITC,21-Jul
Nicolaas Drage,Adeptus Astartes,1,,1,,Ultramarines,1,,2,3,0,5,13,29.4,40.00%,0,,,,,,,,No,Wintercon,ITC,21-Jul
Nicolaas Drage,Imperial Knights,1,,1,1,House Mortan,1,1,2,3,0,5,13,29.4,40.00%,0,5,40.00%,13.00,29.40,,40.00%,,No,Wintercon,ITC,21-Jul
Oliver Byler,Adeptus Astartes,1,1,,1,Salamanders,1,1,3,1,1,5,28.6,19.8,70.00%,5,,70.00%,28.60,19.80,70.00%,70.00%,28.60,Yes,Wintercon,ITC,21-Jul
Oliver Byler,Astra Militarum,1,,1,1,Unknown,1,1,3,1,1,5,28.6,19.8,70.00%,0,5,70.00%,28.60,19.80,,70.00%,,Yes,Wintercon,ITC,21-Jul
Oliver Byler,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,3,1,1,5,28.6,19.8,70.00%,0,5,70.00%,28.60,19.80,,70.00%,,Yes,Wintercon,ITC,21-Jul
Peter Johnson,Grey Knights,1,1,,1,Grey Knights,1,1,1,4,0,5,19.2,27.2,20.00%,5,,20.00%,19.20,27.20,20.00%,20.00%,19.20,No,Wintercon,ITC,21-Jul
Robert Hart,Asuryani,1,1,,1,Alaitoc,1,1,1,2,2,5,14.8,20.8,40.00%,5,,40.00%,14.80,20.80,40.00%,40.00%,14.80,No,Wintercon,ITC,21-Jul
Russel Harman,Imperial Knights,1,1,,1,House Terryn,1,1,2,3,0,5,25.8,24,40.00%,5,,40.00%,25.80,24.00,40.00%,40.00%,25.80,No,Wintercon,ITC,21-Jul
Russel Harman,Imperial Knights,1,,1,,House Raven,1,1,2,3,0,5,25.8,24,40.00%,0,,,,,,40.00%,,No,Wintercon,ITC,21-Jul
Samuel Deadman,Space Wolves,1,1,,1,Space Wolves,1,1,3,2,0,5,22.8,22.2,60.00%,5,,60.00%,22.80,22.20,60.00%,60.00%,22.80,No,Wintercon,ITC,21-Jul
